 pagal soye soye koi tweet krta hai kya !!!,1,0,0,0,0
poo maalaiye - pagal nilavu --irlradio,2,0,0,0,0
" bas itna happy nuff ha, aur  pagal ho jaogi 😂",1,1,0,0,0
      ma pagal ho jaungi..:-p.come to personal chat..will explain u,1,1,1,0,0
"  

yes he is.
but shar n zar ka gulaam nai.

btw all khans are pagal ;-)",1,1,1,0,0
 oh thankyou for the translation -.- but no thankyou as well cos mene waja puchi pagal :p,1,1,1,0,0
  yeah..all those tweets making me super happy. .proud to be his pagal sonuholic :d,1,1,1,0,0
 as for staying the way i am...hum toh bachpan se hi aise hai lmao thora pagal thora samaghdaar ^wink,1,0,0,0,0
"main pagal us k pichay 
vo pagal kisi or k pichay
sary pagal agy pichy
#achasorry",1,0,0,0,0
 hahaha pagal ho tum ab yakeen hgya mjhe 😄,1,1,0,0,1
  taklla pagal hogeya hai sabse cheep game play krrha hai ye ali kulli patanai ye bbfans ko pasand ha unbelievable,2,0,0,0,0
 hahahahah sab pagal ho chuke.. n credit goes to sarah the great 😂😂😂😂,1,4,0,0,1
 hahah pagal just asking 😄 tmara wait kyun krnga ? 😆,1,2,0,0,1
"  mujy bhe arz aya aik..

nam tu janoon main bhool giya hoon tera ..
ab tu rehta hai honto pr bs , dharna dharna.... 😒
pagal ho gya",2,0,1,0,0
hahahahah sab pagal ho chuke.. n credit goes to sarah the great 😂😂😂😂,1,4,0,0,1
   main nay to itna insist kiya ha follow he nai krty han:-(bus aik hm han k in k liey pagal han t_t,2,0,1,0,0
   your welcome pagal 😂😂😂,1,3,0,0,0
 😂 pagal....abey ganey sun ri thi..,1,1,0,0,0
"agar pakistani politicians ka psychoanalysis kerwaya jae tu 98% 100% pagal niklain ge, balke khatarnak pagal",2,0,0,0,0
  your welcome pagal 😂😂😂,1,3,0,0,0
   hahahahahhahahahahahhahahah damn it's the only sohii the great pagal 😂😂😂,1,3,0,0,1
 lo g...pta tha mujhey....sir plzzz apni is pagal fan ko bhi reply kar dein ,1,0,0,0,0
 yeah... pagal kar dia :|,2,0,0,0,0
"  haa...bata pagal 

#wewantharshikaback ♥♥ 

btw..im still kinda upset :(...bt ok bata",2,2,1,0,0
"chalo i am going to sleep now, half of the people wondering with whom we are talking pagal samajh rahe hain hahahaha😁 takecare pheebs 😉",1,2,0,0,1
" hahahahaha lol i wasn't lying at all 😝
&amp; thanks pagal soso 😝😜😂😂😂",1,6,0,0,2
bc sub united fan fb aur whatsapp per message ker ker k pagal ho rahay hain.  why?,2,0,0,0,0
 hum yahi kehte hain k is aadmi ki baatoon per na jao. #gonawazgo ,2,0,1,0,0
"
  dil behlany k liye guftugu krte hain loog hum se,,

maloom to mujhy bhi hai k hum kisi ko achay nahi lagte.",2,0,0,0,0
"*.""hum nazuk buhat hain pani 'k' bulbulay ki tarha,,,!!!

  &lt;&lt;&lt;dost&gt;&gt;&gt;

*.""zara sa thukra0 gy t0 dh0ndty reh ja0 gy,,,!!!",2,0,0,0,0
".bataoo naa iss gustakhii ki saza kiya hoo gi..... ?

.agar hum kah de key hum tum pe marty hain,,,,
ahad &amp; 7284",1,0,0,0,0
har baar hum hi jeetenge  #mum #letsfootball ,1,0,0,0,0
"ya to hum musalman gaddar he,ya dushman musalmani ka niqab phenke humse gaddari kare he.kon he ye log ju pakistan tabah krne per  tolee howe",2,0,0,0,0
" unse keh do itne anmol to nahi magar
hamari qadar kar le
shayad hamare baad koi hum jaisa use yaad
karne wala na mile. …",2,0,0,0,0
" jo bolna hai bolo, humnay deekha aur hum iman layee
#internationalprideik 
#wearewithhaq
#iwantalifeinwhich such ki kadar ho",1,0,0,0,0
  ap pyar se bulao hum kal hi hazir ho jatay hen :-p,1,0,0,0,0
  lol woh to hum dekh he rhen hain..... or kya kya dikhana baqi hai abhi? aik baar he dikha do na sb kuch :p,1,1,1,0,1
" haan. matlab humara mutual na ho. 😁😃 hum usko bolengy k hum uskey dur k cousins hen, us se puchengy k tm kahan gyb hogaey thay😃",1,3,0,0,0
 hum larkoon ke waja se maili larkiyaan twitter celeb bani hue hain.,2,0,0,0,0
" hum samajh sakty hain yeh dard , jo ji ne dedia hai pti aur pmln walon ko -_-",2,0,1,0,0
 hum can i come lick hier cum ..,1,0,0,0,0
 #srkianssalmaniacstogether hello to all srk fans there .... agr dosti ka haat badaya h to hum bhi piche nae hatenge...,1,0,0,0,0
"jo bolna hai bolo, humnay deekha aur hum iman layee
#internationalprideik 
#wearewithhaq
#iwantalifeinwhich such ki kadar ho",1,0,0,0,0
  pta nae dono me se kon bechara hy :p,1,1,1,0,0
  aap dono ko good night. have a wonderful time. cheers. :),1,1,1,0,0
"don't underestimate 2 things

1) speed breaker
2) heartbreaker 

cause! dono he bohat nuqsaan daitai hain",2,0,0,0,0
 aaj wo sbse jyaa khus honge jinke favrt dono hai...... dhinka chika....lungi dance  #srkianssalmaniacstogether http://t.co…,1,0,1,0,0
    hai wo dono end tk friend rahay tou a cha hai,1,0,0,0,0
" #srkianssalmaniacstogether
salmaniacs - gud news
srkians - gud news
akkians - hum to jaante the bhut pehle se dono mile h…",1,0,0,0,0
    dono mazzay lay rehay hain,1,0,0,0,0
"a chand ki kirno jaoo naa tum ussko chu kar aaoo.... 

wo kab kiya kiya karta 
hai.... 
wo jaghta hai 
yaa sotaa... ",1,0,1,0,0
" #tumsayachakaunhai~4
tum aaoge to phoolon ki barsaat karenge.!
mausam ke fariston se meri baat hogai hai.! …",1,0,1,0,0
 aj tum cha gye. 😄,1,1,0,0,0
"*.""tabbasum cheen kar mera, na jany kya mila us ko,,,!?!
-
-
*.""mujhe wo khud hi kehta tha, tum hansty achy lagty ho,,,!!!",2,0,0,0,0
 itna acha nam he tumhara kha makha kia kar dia tum ne  mariyum ko meii yamm bana dia koi tuk hi nahi banta..😜😛,1,2,0,0,0
" uth-uth ke kisi ka intzaar kar
ke dekhna.........
kabhi tum kisi se pyar kar
ke dekhna..........",1,0,0,0,0
  mujh masoom ko maro ge tum😭😭😭😭😭,2,0,5,0,0
" tum apni tanhayi mere naam kar do
aisi nigah se dekho k shaam kardo.  ",1,0,0,0,0
  musharaf wohi he jiske joote chat k tum dum daba k jeddah bhage the.ap kom k ghadar ho jo still against army ho,2,0,0,0,0
"  ""is desh ka to bhagwan hi malik hai"". unlike popular belief,bjp will screw us more financially.future looks dark",2,0,0,0,0
 aise hi like kaam achhe karunga. kisi ka bura nahi karunga sabki help karunga. zarurat kya h bhagwan ki,1,0,0,0,0
"beyonce ka pichwada and deepika ka agwada.
allah ke naam pe de de bhagwan.",2,0,0,0,0
   aayegi baba aayegi... aapki tamana aayegi.. bhagwan aapki yeh tamana ek din jarur puri karega,1,0,0,0,0
  hmmmm bhagwan har bande ki tamanna puri karta hai 😂,1,1,0,0,0
 badhaiya bhagwan nav dampati ko aashish or sukh de,1,0,0,0,0
  bhagwan fellaini aapko padhne ki shakti aur taaqat de. #jaifellaini,1,0,0,0,0
mere liye mere desh se bada koi religion nahi. desh hi mera bhagwan desh hi mera religion.,1,0,0,0,0
"jo mn pveetur he, wo mn mndr he.

us mn ke bheetr bhagwan biraaj'maan hota he.
aesy mn ko poojna chaahye.

#gyanchand &amp;shaka
khipro",1,0,0,0,0
 aagar aap mujhe just 'aashirwad' kahinge toh mera life main bhagwan ka aashirwad milega pls uncle..,1,0,0,0,1
 bhagwan nhi tuje bane ki duniya ki sabse bade galat kiya h2rs krk,2,0,0,0,0
bhagwan ap bhi na bacche ka jaan lenge kya ??? — feeling fed up,2,0,0,0,0
" sab hame marne chahte hey..hey bhagwan,,uthale",2,0,0,0,0
bhai ho to aap ke jaisa bhagwan aap ko lambi umar de,1,0,0,0,0
 meaningless lutyens parties  hey bhagwan! do these bjp leaders still think nonsense like ht submit has any impa…,2,0,0,0,0
"har saal ki tarah is saal bhi... 
bhagwan ki kripa se 23.11.14 ko bhandara ka aayojan ho raha hai.. 
ap sab sadar... ",1,0,1,0,0
 maine itna saccha tha ki saare bhagwan mere saath aa gaye truth ke saath bhagwan mujhe tujhe truth send kerne ke liye dete,1,0,0,0,0
 bhagwan kare mere yaad-dash chali jaaye :-[,2,0,0,0,0
" waah thank you dost ,bhagwan aise dost sabko de :p",1,1,1,0,0
 mai bhagwan se winti karta hu ki j&amp;k me bjp 44+ hi aaye. hame kafi umide hai aape se.,1,0,0,0,0
 bachhe bhagwan ka rup hote h.ye prove krne k liye hum c.n.w.k. bhi dekh sakte h!!isn't it amazing??,1,0,0,0,0
"pather ko itna mt pujo ki wo bhagwan ban jaye
kisi
ko pyar itna kro ki wo bewfa ban jaye &lt;3",1,0,0,0,0
" behen 200 filter aur effects lagake ""simplicity at its best"" caption rakhti ho. 
bhagwan se toh daro!",1,0,0,0,0
bhagwan ke liye please arsenal se mat haarna .,1,0,0,0,1
 bhagwan apki atma ko shanti de,2,0,0,0,0
   hey bhagwan ek din meri jaan hi jani hai !!,2,0,0,0,0
  bhagwan aapko sadbuddhi de.,1,0,0,0,0
" 
patthar me bhagwan dhoondte hain
kaise naadan hain
sholo'n me hawa dhoondte hain",1,0,0,0,0
 aap desh ke mahan sapoot ho bhagwan har desh ko aap jaisa beta de lekin sir dal badluo ka sath na de app request,1,0,0,0,0
 agr pathar ko bhagwan samjho to patharme b bhagwan mil jatahi/hausle buland rkhnese insan b khudake dargah pr pahuch jata hi.…,1,0,0,0,0
hey bhagwan tune moti ji ke bhakt toe ban diye.. un bhakton ko thoda dimaag bhi de diya hota,2,0,0,0,0
  you know mr. sahil hum #indiawale free me to bhagwan ki hi pooja nhi krte... you are working so hard to get…,1,0,0,0,0
 'sab ko satmati de bhagwan',1,0,0,0,0
" o palanhare,nirgun aur nyare,tumare bin hamara kaunon nahee,hamaree uljhan suljhao bhagwan, tumare bin hamara kaunon nahee …",1,0,0,0,0
ohh god ye dono break ke baad bhi pakane wale hai bhagwan bachaye hum logo ko #bb8,2,0,0,0,0
"bhagwan ""mata pita"" ko lambi umra dena.....baki to me duniya jeet lunga..",1,0,0,0,0
 par bhagto ke to modi bhagwan hi han,1,0,0,0,0
"nadan h wo log jo aj k daur m wafa ki ummeed krte h, aj k daur m to dua qubool na ho to log bhagwan tk badal dete h...😊",1,1,0,0,0
low lagale krishna prabhu se mitjayenge saare gham sab ke daata bhagya vidhata bhagwan shri krishna,1,0,0,0,0
 bhagwan kare sp wale barbaad ho jaye unko paani bhi naseeb na ho,2,0,0,0,0
 aur bhagwan ka ans tha....chaat mat chup chap big boss dekhne de....,2,0,0,0,0
    aur unko kahan se kahan ..ulte sulte  aur  galat logon ke beech pahuncha dete hain  . so dont ever trust,2,0,0,0,0
"followers kahan hein? 😢😢😢 
itni unlucky hun me. 😣",2,0,4,0,0
" kahan kainaat aur kahan ye 2 takkey ke chand so called ""mullah"" na deen ke na dunya ke....",2,0,0,0,0
aj lag e nahi raha sunday night hy.. pata nahi kahan hain sab :-/,2,0,0,0,0
 oh waow....pity you :p to hm kahan thay? oh haan white coat :p yaar 5 sec ka kaam hai coat utaarna :p,1,3,3,0,0
  nice one...kahan sey mili yeh pic?,1,0,0,0,0
 apka bachkana tbh hasil krne k leye mjhe kahan moun kala karana parhega  ? =(,2,0,0,0,0
"chudail kahan ha ?

tera bh0ot aa gya :)",1,1,1,0,0
"  kahan gum hy meri behan, koi liftan e nai :(",2,0,1,0,0
axha tu hum kahan pohanchy thy mj ? 😒,2,0,1,0,0
kahan gay sab? khel khel k thak gaye 😂,1,1,0,0,0
 imran tax chor ha.jalson aur dharne ka khrcha kahan se ata ha israil se.india se?kpk ka pata ha wahan pti main kon kon qatil ha,2,0,0,0,0
" lolzz ye to bade wla hai... argument against/favour aside, ye bc drugs kahan se aayi beech mejn 😂",1,1,0,0,1
 lol weather ? yahan tw garmi rehti hay kahan ka ❤ :p,1,2,1,0,1
" u r on twitter :-d 
yess wo bi deklein par wo maza kahan",1,1,1,0,0
 you don't know my condition! mai kese aur kahan se aya just coz of match i can't even move aur ;(,2,0,0,0,0
  dudh ka dhula koi nahi hoga sab porn dekhte hai...but parliament main baithkar dekhne wale morons hote hain,2,0,0,0,0
  hahaha thanks allot yar :) filhal tau 999 hen ab subha tk dekhte hen 1 increase hota ya 4 decrease hote lo…,1,1,1,0,1
 sheik sahb bilawal ko dekhte hi ap ki yad a jati ha..😂😂,1,2,0,0,0
"hum toh fanaah ho gaye uskii ankhein dekh kar,

naa jane woh aainaa kaise dekhte honge..",1,0,0,0,0
" chalo cid dekhte hain ..
#thingsnoonesays 
:p",1,1,1,0,0
 hehe. mai pahle bahut deta tha. but ab log tweets dekhte h toh accha ni lagta,1,0,0,0,1
 aur ye jitne football lovers hain sub motay hain :p khaate hain aur t.v football dekhte hain. khail bhi liya kro weight ku…,1,1,1,0,0
 delhi pe tares me raat ko late kar uper se cross hote plane ko dekhte hue daru pine me jo maza hai wo kahi aur nahi,1,0,0,0,0
"  oh acha dekhte hai na 
apan ne thodi kuch galat bola 😜",1,1,0,0,0
 hahaha aray main waise degrees ki bh baat kr rhi thi :p lol mera mtlb log parhai se ziada ye dekhte hain k konse institute se,1,1,1,0,2
"apne haatho'n se sanwara hai tumhein qudrat ne...
dekh kar dekhte reh jaane ko jee karta hai.",1,0,0,0,0
"  hmmm..
good night apko b..
kal dekhte h kya hoga.",1,0,0,0,0
   kuch to baat hogi aap teeno m warna yunhi hum apke fan na hote or  na dekhte lov u all,1,0,0,0,0
  aik tweet krti hun na.... rt if u wanna marry tuaha sultan... dekhte hain ktne rts atay hain 😂 thek hai tuaha?,1,1,0,0,0
 i love you dada........... you are the real hero...motivational person... tumi poth dekhte jano... dada daaadaaaaaa,1,0,0,0,0
     yaa maine dekhte hi bola ye niti ne good night ke lye post kya tha,1,0,0,0,0
 haan theek thi... annual leaves ghar per movies dekhte guzar rahi hai : (,2,0,0,0,0
sum people are like bubbles.. dekhte hi phodhne ka mann karta hai! 😜,1,1,0,0,0
 rofl!!! tu bas dekhte rahega ya kuch bolega usse..??,1,0,0,0,0
 tou aap nahi dekhte kia jab koi samne ata he tou ankhe band kar dete ho foran..😜,1,1,0,0,0
 i m gud gud n fever darshau ki pic dekhte hi chala gya,1,0,0,0,0
 hahaahahah o ami g kaun yeh hukmran haramkhor??,1,0,0,0,1
  he himself doesn't see it. lekin bakwaas nahi karega toh dukaan band ho jayegi. kaun ghaas dalega isko?,2,0,0,0,0
 mention not...u hv written it sooo beautifully..😘😘 kaun nhi like krega...#beautiful..💑💑💑,1,2,0,3,0
  truly deserving! waise bhi rajnath goenka ke saamne kaun jeet sakta hai :p ,1,1,2,0,0
 yeah sare news channels pe hoga na.. everyone will be saying ishfaat kaun hai??  oska asaal chehra dekhye!! lol  :p,1,1,1,0,1
 isko kaun chodega ? ,2,0,1,0,0
" emo kaun nhi hona chahta paro, par kya kare hasee control nhi hoti, lol",1,0,0,0,1
 treat do 😁 🍨 kaun sa bank?,1,1,0,1,0
 kaun gayab ho rha h bc?,2,0,0,0,0
 feeling bad.. specially fr the tingutards.. unlogo ka saath kaun dega abhi.. :'( #srkianssalmaniacstogether,2,0,1,0,0
 hahaha kaun hai ye crush :p,1,1,1,0,1
   bihari desh ka shaan aur sher hai.. reva kaun hai ka bol rahe i don't know. jo bhi ho.. ka…,1,0,0,0,0
    aise kaun karega?? apne boobs pe lund ragad raand.. ,2,0,1,0,0
  #iss muskrahat  par  kaun mit   jaye ............,1,0,0,0,0
 sharam se doob maro tum tou. iba main kaun single hota hai...,2,0,0,0,0
"sunil pal (ratan noora, kaam karta hoon khatam poora) and navin prabhakar (pehchan kaun?) were good too.",1,0,0,0,0
" seeing fawad khan in this clean shaved look after such a long time.
beard mein dekhne ki aadat hogyi thi ;) stiil he looks …",1,1,1,0,0
 buwahahaha!! aadat se majboor :p,1,1,1,0,1
"ab aadat si ho gayi hai, rona bhi nahi aata..
#arsenal",2,0,0,0,0
"jhut bola nahi hai maine,,,
apni to bas ye aadat hai,,
dosto se khusiya bant leta hu...
   ",1,0,0,0,0
 haha han na waisy larkiyon ki khas aadat hoti hai batain banany ki :p,1,1,1,0,1
" hahaha apani aadat hai sir ji yeh , pvt sales  job mein hun na :p",1,1,1,0,1
 talve chatne ki aadat nahi gayi,2,0,0,0,0
 cigrate pena buri aadat hae :d :pp,1,2,2,0,0
 ye ranveer ki aadat hai backchodi karnee ki :-d,1,1,1,0,0
"  lol maryam nawaz relax tumhe asal mein haraam ka paisa khana ki aadat hogayi hai.
i hope tume hosh aajaye.",2,0,0,0,1
"aadat se majbur hun  crying like hell, just finished #yourdreamsareminenow  ..... kyun itna rulate ho paaji ?",2,0,0,0,0
"  subhan allah,  what a philosophy,  magar corruption ki buri aadat kuch karny nahi deti ....",1,0,0,0,0
 rahul ki bina soche  bolne ki aadat ne  hi congress party ki  ye  halat kar di.,2,0,0,0,0
 bhai shadi ho jane de fir in sab baatoki aadat pad jayegi...lol,1,0,0,0,1
 matlab aahista aahista chut'tey gi yeh aadat,2,0,0,0,0
"bewaqufon ko bewaqoof banane ki aadat hoti hai. 
bewaqoof !! -.-",2,0,0,0,0
 haha khair ho gai apni aadat thori badli ja sakti :p,1,1,1,0,1
 kesa laga khi wapas aakar ? :p garmi tw nhi lg rhi ? :d,1,2,2,0,0
 nahi bhai.  ko to ye bhi nahi maloom hoga ki usake kaun se poorwaj ne lalach main aakar islam kabool kiya.,2,0,0,0,0
 8 ghante ki class se wapas aakar aisa karne me jo maza aata tha wo feeling bayan nahi kar sakta ji,1,0,0,0,0
" kaika nasha?? job kiya mene aaj.. fir aakar sogai.. 7 baje uuthi!
kal fir job! ☹",2,0,0,0,0
  chaina  ke bhakave  me aakar aap apni taqat  ko or desh ki janta ko bevkuf  bana rahe ho ?,2,0,0,0,0
"woh kon hai jo aakar, khwabon pe chaa gaya hai ~",1,0,0,0,0
"hahahahhahahahahaa
bjp nae aakar kya kia
wohi raste pae chal padi
modi sarkaar ",1,0,1,0,1
" koi bataye ke jaaye kahan hum , saare raaste unpar aakar hi ab khatam hote hai .........",2,0,0,0,0
   ek kam barunbabu ne bada accha kiya hai humari zindagi mey aakar !hum hamesha jawan hi rahe…,1,0,0,0,0
" no.1 noutanki h ye but bahut funny b h, hunger strike pe nahi h ye, iski chahat h ki koi female ise aakar manaye but aisa nai hoga",1,0,0,0,1
   lol hume nai malum wo aakar chale bhi gaye,1,0,0,0,1
" modiji janhit ke liye paise lutate hai per aapka kya,aap toh garibon ke bich aakar garibon ke hi paise lutate rahe....",2,0,0,0,0
 my friend was cleaning her fish tank all the fishes were in amug ek bandi aakar puchti hai ye dinbhar issi me rehti hai :p,1,1,1,0,0
 kuch youngster job chorke iske bahkaveme aakar ghumte they aajbhi jobless hai,2,0,0,0,0
 mai dubai mai hu yahan aakar or preshan ho geya hu peeche merit biwi bacho ki mushkil hai bhot,2,0,0,0,0
" 
rat ko mere sapno me aana.
tu khuda h bs fir aakar na jana
i love you pitaji
i miss you pitaji",1,0,0,0,0
 bhai 🔔 celeb. koi bhi aakar andat lelo bol kar chala jata hai.. 😂😂,1,2,0,1,0
ji ko jaana h jaao dm mai aakar ye naa batao ki unfollow u bsdk sale ...,2,0,0,0,0
  ab chahe jo bhi ho ye tsunami nahi rukega. tabdeeli aakar rahegi insha allah. #ptijeddahjunoon,1,0,0,0,1
" mehrbaani nahi tumhara pyaar manga hai, tumhein manzoor hai tabhi tuh yaaar manga hai. ❤🎶",1,1,0,1,0
"khon se likhte likhte tumhara naam achanak

dil ne dam tor diya jab tujhe bewafa likha
new best poetry
follow sirf_n_jani
send to 9900",1,0,0,0,0
 kya dekh k dil roya tumhara khoof k ansu? mera naam peshoo?,2,0,0,0,0
 acha bus theek hai.. but tumhara previous comment null n void ho gya,2,0,0,0,0
 tumhara naam kisi ajnabi ki juban par tha ; baat zara si thi par chubi bahut &lt;;3 ;*,2,0,0,0,0
 uski bur tight he.. tumhara lund se sahi me bari ho sakti he...,2,0,0,0,0
 muje bhi use tumhara bara lund se chod te hue dekhna he...,2,0,0,0,0
 yeah we were thinking the same thinh. tumhara poora faisalabad udhar hi ha :p,1,1,1,0,0
" shukria to mujhe tumhara krna chaahiye ""sukanya"", ki tumhari jaisi achhi shayeri krne wali devi sitara meri dost bni hai :):):)",1,3,3,0,0
had kr di hmne yaad krne ki .....mgr bhul jane ka tumhara hunar bhi laajawab hai ....!!!,2,0,0,0,0
"   arey bas baba...aaj k din b thanks,ye to tumhara haq hai ;) hahaha..tum bahut sweet ho,ye vm tum…",1,1,1,0,1
"pakistani bachay be like: yar wo mujhe chor k
chali gae mai us se bohot pyar karta tha. :(
kab se relation tha tumhara?
kid: kal raat se '_'",1,0,1,0,0
   i love you too mary aur ye lo tumhara wedding gift https://t.co/ay47fdeclx jo ye villian nhi dek…,1,0,1,0,0
" asha..tum to bhut sayani kudi ho "" mjhe to sirf aur sirf tumhara num chiye ???",1,0,0,0,0
 babloo tumhara dharna slow hae kia? :) #ik,1,1,1,0,0
" karty hain apna dil, apni jaan , apni mohabbat, tere naam..
meri zindagi ki wasiyyat py ab, haqq hai tumhara..!!",1,0,0,0,0
"kabhi ye bhi keh do k mere bin
adhoore ho.....!!!

tumhara kya bigerta hai??
zrra sa jhoot kehne main ......!!!

#hamiiya...",2,0,0,0,0
 din guzara tha bari mushkil se,2,0,0,0,0
 itna pyaar kisi pe pehli baar aaya hai,1,0,0,0,0
mohabbat barsa de na tu .. saawan aaya hai tere air mere milne ka mausam aaya hai..xx   #arijitsingh 😘💘💖😝😜💞,1,3,0,3,0
" mohabbbat barsa dena tu, winter aaya xd",1,0,0,0,0
yoon hi mausam ki ada dekh kar yaad aaya ! kis qadar jald badal jaate hain insaan jaanaa.n !! #faraz,2,0,0,0,0
 #wewantharshikaback  ashoka se yaad aaya.. san sanana san ja ja re ja re.. jare pawan.. jah kar joothe maaro ktc ko,2,0,0,0,0
"aaj ke screening mai bada maza aaya! 
howdy gooooners? xd

#mufc",1,0,0,0,0
itna pyaar kisi pe pehli baar aaya hai,1,0,0,0,0
   sharam tum ko pher bhi nahi aaya gi,2,0,0,0,0
" are haan yar fir mujhe bhi dhyan aaya ki ya to sala purana issue hai par fir socha chalne do, 😂",1,1,0,0,0
 akely reh k ghar main hee marr jayein khabees.. class get together pe kiun nhi aaya... ,2,0,0,0,0
 haha mere pass b nhi last time tjhse hi bat hoi thi aur ab online aaya hn,1,0,0,0,1
 #familyantakshri #annukapoor #nauknkishala seen..film sharnsh...tv lene nhi aaya hu mai plz,2,0,0,0,0
 aapne muje block kyu kiya maine aapse kuch galat bola kya aapka behave kuch samaj nahi aaya muje,2,0,0,0,0
 hahaha isko bura sapna aaya hoga koii 😂,1,1,0,0,1
 behaal se upar bhi kabhi aaya kare. not too bad for me.,1,0,0,0,0
 nhe me to jus abhi aaya hon online :),1,1,1,0,0
 jo dec se pahle aaya na us ki gand mai laal mirchi wala danda daal diya jayega sun lo sub,2,0,0,0,0
 bada mazza aaya!! itna hrd wrk k baad v nigs in bttm 2 wohoo hw mch fun if c gets eliminated tmrw n u r der to pick hr.. :)),1,1,1,0,0
".aaj phir raat dhal rahi hai intezar karty karty.... kisi apne ko aaj phir hamara khayal na aaya...""",2,0,0,0,0
 nhi abhi aaya tha cnwk dekhne. ..hahahaha ,1,0,0,0,1
  aaya re aaya re toofan...,2,0,0,0,0
 aaj bahot dinon baad maza aaya :),1,1,1,0,0
" bewafaun ka zikar thaa raat bhar sar-e-mehfil
jhuk gaya mera sarr jab tumhaara naam aaya",2,0,0,0,0
"    agar pata naa ho to beech mein mat aaya kar, im talking in sarcasm.",2,0,0,0,0
"rofl .. that's it.. goin to bed w/a big grin.. saw my fav spoof song, yeh kaisa aaya zamana.. mahmood spoofin the kappors... classic! :d))",1,1,1,0,0
nishi k bday aaya ✨✨✨😄 ,1,1,1,3,0
   hahahaha subhangi beta pandit hi pasand aaya 😜,1,1,0,0,1
"aisa hai leader hamara
.
.
.
nawaz shareef to khabi akbhar-jahan l frount page pe bhi nahi aaya. ",2,0,1,0,0
 mujhe heart attack aaya hai going to hospital...kal milta hu...gn...keep tweeting ~ waiting for baby trailer,2,0,0,0,0
"tofani barish me admi pizza hut pe pizza
lene aaya.

waiter: ap married ho ?

admi: allah k bndy khud soch aisay... ",1,0,1,0,0
  lol yaad aaya :p sorry sorry .. kal pakka xd,1,1,1,0,1
 acha .... mujy bra ghusa aaya tha .... tumari #offline tweet dekh k ... -_-,2,0,1,0,0
 modi aaya / modi chaya. friends!  people now recognize your mammoth task you have done in the past 5 months. j&amp;k modified,1,0,0,0,0
"gaana bahut pasand aaya .. waiting for baby
trailer",1,0,0,0,0
 mufti gadhay.. kuttey shaheed ,2,0,1,0,1
 bhai aap kion khujli wale kuttey (imran khan ) ke sath bait gaya walid sahab tu ro ro imran ro keh rahein hon gay,2,0,0,0,0
 wash your mouth with dettol &amp; come sala bjp ka kuttey ke bacha....patshala jao...sanskrit pado aur baap ka bichi chuso sala,2,0,0,0,0
" k= kuttey
kk= kuttey kaminey
ohkk= o! harami kuttey kaminey!",2,0,0,0,0
  bhai ye kuttey nahin suar he,2,0,0,0,0
 sir  k sth aj #sindh mei woh hui hei jo #punjab ki kisi masjid mei kuttey k sth hoti hei  …,2,0,0,0,0
